id,term,file,order_of_vote,vote_date,title,leg_nonleg_bud,vote_type,vote_rule,rapporteur,code,url,committee,de,part,subject,final_vote,am_no,author,num_yes,num_no,num_abs,intfileno
469,7,28,1,2010-03-10,"The implementation of the European Security Strategy and the Common Security and Defence Policy",Non,"Motion for a resolution",s,DANJEAN,"A7-0026/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0026&language=EN,"Committee on Foreign Affairs
","Foreign & security policy",1,"After paragraph 1",0,27,GUE/NGL,257,344,61,2009/2198/INI
470,7,28,2,2010-03-10,"The implementation of the European Security Strategy and the Common Security and Defence Policy",Non,"Motion for a resolution",s,DANJEAN,"A7-0026/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0026&language=EN,"Committee on Foreign Affairs
","Foreign & security policy",2,"After paragraph 1",0,27,GUE/NGL,103,486,55,2009/2198/INI
471,7,28,3,2010-03-10,"The implementation of the European Security Strategy and the Common Security and Defence Policy",Non,"Motion for a resolution",s,DANJEAN,"A7-0026/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0026&language=EN,"Committee on Foreign Affairs
","Foreign & security policy",0,"Paragraph 20",0,0,"original text",528,127,10,2009/2198/INI
472,7,28,4,2010-03-10,"The implementation of the European Security Strategy and the Common Security and Defence Policy",Non,"Motion for a resolution",s,DANJEAN,"A7-0026/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0026&language=EN,"Committee on Foreign Affairs
","Foreign & security policy",0,"After paragraph 52",0,20,S&D,316,288,17,2009/2198/INI
473,7,28,5,2010-03-10,"The implementation of the European Security Strategy and the Common Security and Defence Policy",Non,"Motion for a resolution",s,DANJEAN,"A7-0026/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0026&language=EN,"Committee on Foreign Affairs
","Foreign & security policy",0,"After paragraph 87",0,17,S&D,286,297,47,2009/2198/INI
474,7,28,6,2010-03-10,"The implementation of the European Security Strategy and the Common Security and Defence Policy",Non,"Motion for a resolution",s,DANJEAN,"A7-0026/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0026&language=EN,"Committee on Foreign Affairs
","Foreign & security policy",0,"After paragraph 88",0,30,GUE/NGL,103,493,56,2009/2198/INI
475,7,28,7,2010-03-10,"The implementation of the European Security Strategy and the Common Security and Defence Policy",Non,"Motion for a resolution",s,DANJEAN,"A7-0026/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0026&language=EN,"Committee on Foreign Affairs
","Foreign & security policy",0,"vote: resolution (text as a whole)  ",1,0,0,480,111,64,2009/2198/INI
476,7,28,1,2010-03-10,"Motion for a resolution - Non-Proliferation of Nuclear Weapons Treaty
",Non,"Joint motion for a resolution",s,0,"RC-B7-0137/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0137&language=EN,0,"Foreign & security policy",0,"After paragraph 3",0,2,Greens/EFA,331,311,19,2010/2502/RSP
477,7,28,2,2010-03-10,"Motion for a resolution - Non-Proliferation of Nuclear Weapons Treaty
",Non,"Joint motion for a resolution",s,0,"RC-B7-0137/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0137&language=EN,0,"Foreign & security policy",0,"After paragraph 11",0,3,Greens/EFA,181,446,24,2010/2502/RSP
478,7,28,3,2010-03-10,"Motion for a resolution - Non-Proliferation of Nuclear Weapons Treaty
",Non,"Joint motion for a resolution",s,0,"RC-B7-0137/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0137&language=EN,0,"Foreign & security policy",1,"Paragraph 16",0,0,"original text",602,22,16,2010/2502/RSP
479,7,28,4,2010-03-10,"Motion for a resolution - Non-Proliferation of Nuclear Weapons Treaty
",Non,"Joint motion for a resolution",s,0,"RC-B7-0137/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0137&language=EN,0,"Foreign & security policy",2,"Paragraph 16",0,0,"original text",322,294,24,2010/2502/RSP
480,7,28,5,2010-03-10,"Motion for a resolution - Non-Proliferation of Nuclear Weapons Treaty
",Non,"Joint motion for a resolution",s,0,"RC-B7-0137/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0137&language=EN,0,"Foreign & security policy",1,"Recital G",0,0,"original text",568,71,14,2010/2502/RSP
481,7,28,6,2010-03-10,"Motion for a resolution - Non-Proliferation of Nuclear Weapons Treaty
",Non,"Joint motion for a resolution",s,0,"RC-B7-0137/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0137&language=EN,0,"Foreign & security policy",2,"Recital G",0,0,"original text",577,45,14,2010/2502/RSP
482,7,29,1,2010-03-11,Cuba,Non,"Joint motion for a resolution",s,0,"RC-B7-0169/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0169&language=EN,0,"Foreign & security policy",0,"After paragraph 1",0,2,GUE/NGL,67,452,14,2010/2592/RSP
483,7,29,2,2010-03-11,Cuba,Non,"Joint motion for a resolution",s,0,"RC-B7-0169/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0169&language=EN,0,"Foreign & security policy",0,"After paragraph 3",0,3,GUE/NGL,87,439,12,2010/2592/RSP
484,7,29,3,2010-03-11,Cuba,Non,"Joint motion for a resolution",s,0,"RC-B7-0169/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0169&language=EN,0,"Foreign & security policy",0,"Paragraph 10",0,0,0,438,72,35,2010/2592/RSP
485,7,29,4,2010-03-11,Cuba,Non,"Joint motion for a resolution",s,0,"RC-B7-0169/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0169&language=EN,0,"Foreign & security policy",0,"After recital B",0,1,0,88,444,15,2010/2592/RSP
486,7,29,5,2010-03-11,Cuba,Non,"Joint motion for a resolution",s,0,"RC-B7-0169/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0169&language=EN,0,"Foreign & security policy",0,"vote: resolution (text as a whole)  ",1,0,"PPE, S&D, Greens/EFA, 
ECR, EFD",509,30,14,2010/2592/RSP
487,7,29,1,2010-03-11,"Motion for a resolution - Investing in Low Carbon Technologies",Non,"Motion for a resolution",s,0,"B7-0148/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2010-0148&language=EN,0,"Industry, research & energy",0,"Paragraph 8",0,8,Greens/EFA,68,477,11,2010/2560/RSP
488,7,29,2,2010-03-11,"Motion for a resolution - Investing in Low Carbon Technologies",Non,"Motion for a resolution",s,0,"B7-0148/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2010-0148&language=EN,0,"Industry, research & energy",0,"After paragraph 10",0,4,"PPE, ECR",283,260,11,2010/2560/RSP
489,7,29,3,2010-03-11,"Motion for a resolution - Investing in Low Carbon Technologies",Non,"Motion for a resolution",s,0,"B7-0148/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2010-0148&language=EN,0,"Industry, research & energy",0,"Paragraph 16",0,10,Greens/EFA,210,332,13,2010/2560/RSP
490,7,29,4,2010-03-11,"Motion for a resolution - Investing in Low Carbon Technologies",Non,"Motion for a resolution",s,0,"B7-0148/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2010-0148&language=EN,0,"Industry, research & energy",0,"Paragraph 17",0,5,"PPE, ECR",261,268,28,2010/2560/RSP
491,7,29,5,2010-03-11,"Motion for a resolution - Investing in Low Carbon Technologies",Non,"Motion for a resolution",s,0,"B7-0148/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2010-0148&language=EN,0,"Industry, research & energy",0,"After paragraph 27",0,18,S&D,196,339,28,2010/2560/RSP
492,7,29,6,2010-03-11,"Motion for a resolution - Investing in Low Carbon Technologies",Non,"Motion for a resolution",s,0,"B7-0148/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2010-0148&language=EN,0,"Industry, research & energy",0,"Recital E",0,2,"PPE, ECR",269,288,5,2010/2560/RSP
493,7,29,7,2010-03-11,"Motion for a resolution - Investing in Low Carbon Technologies",Non,"Motion for a resolution",s,0,"B7-0148/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2010-0148&language=EN,0,"Industry, research & energy",0,"Recital I",0,0,"PPE, ECR",282,265,16,2010/2560/RSP
494,7,29,8,2010-03-11,"Motion for a resolution - Investing in Low Carbon Technologies",Non,"Motion for a resolution",s,0,"B7-0148/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2010-0148&language=EN,0,"Industry, research & energy",0,"vote: resolution (text as a whole)  ",1,0,"S&D, ALDE, Greens/EFA",444,88,32,2010/2560/RSP
495,7,29,1,2010-03-11,"Major natural disaster in the autonomous region of Madeira and effects of the Xynthia storm in Europe",Non,"Joint motion for a resolution",s,0,"RC-B7-0139/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0139&language=EN,0,"Environment & public health",0,"Paragraph 6",0,10,GUE/NGL,114,418,26,2010/2580/RSP
496,7,29,2,2010-03-11,"Major natural disaster in the autonomous region of Madeira and effects of the Xynthia storm in Europe",Non,"Joint motion for a resolution",s,0,"RC-B7-0139/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0139&language=EN,0,"Environment & public health",0,"After paragraph 7",0,7,Greens/EFA,144,377,28,2010/2580/RSP
497,7,29,3,2010-03-11,"Major natural disaster in the autonomous region of Madeira and effects of the Xynthia storm in Europe",Non,"Joint motion for a resolution",s,0,"RC-B7-0139/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0139&language=EN,0,"Environment & public health",0,"After paragraph 9",0,8,Greens/EFA,74,473,11,2010/2580/RSP
498,7,29,4,2010-03-11,"Major natural disaster in the autonomous region of Madeira and effects of the Xynthia storm in Europe",Non,"Joint motion for a resolution",s,0,"RC-B7-0139/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0139&language=EN,0,"Environment & public health",0,"After paragraph 10",0,12,GUE/NGL,145,403,6,2010/2580/RSP
499,7,29,5,2010-03-11,"Major natural disaster in the autonomous region of Madeira and effects of the Xynthia storm in Europe",Non,"Joint motion for a resolution",s,0,"RC-B7-0139/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0139&language=EN,0,"Environment & public health",0,"After recital C",0,2,Greens/EFA,69,460,28,2010/2580/RSP
500,7,29,6,2010-03-11,"Major natural disaster in the autonomous region of Madeira and effects of the Xynthia storm in Europe",Non,"Joint motion for a resolution",s,0,"RC-B7-0139/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0139&language=EN,0,"Environment & public health",0,"After recital C",0,3,Greens/EFA,135,386,16,2010/2580/RSP
501,7,29,7,2010-03-11,"Major natural disaster in the autonomous region of Madeira and effects of the Xynthia storm in Europe",Non,"Joint motion for a resolution",s,0,"RC-B7-0139/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0139&language=EN,0,"Environment & public health",0,"vote: resolution (text as a whole)  ",1,0,"PPE, S&D, ALDE, 
ECR, GUE/NGL",474,7,50,2010/2580/RSP
502,7,29,1,2010-03-11,"Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law- The case of Gilad Shalit",Non,"Joint motion for a resolution",s,0,RC-B7-0171/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0171&language=EN,0,"Foreign & security policy",0,"After paragraph 1",0,6,GUE/NGL,13,36,11,2010/2601/RSP
503,7,29,2,2010-03-11,"Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law- The case of Gilad Shalit",Non,"Joint motion for a resolution",s,0,RC-B7-0171/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0171&language=EN,0,"Foreign & security policy",0,"After paragraph 3",0,1,Greens/EFA,8,45,9,2010/2601/RSP
504,7,29,3,2010-03-11,"Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law- The case of Gilad Shalit",Non,"Joint motion for a resolution",s,0,RC-B7-0171/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0171&language=EN,0,"Foreign & security policy",0,"After recital A",0,3,GUE/NGL,14,32,17,2010/2601/RSP
505,7,29,4,2010-03-11,"Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law- The case of Gilad Shalit",Non,"Joint motion for a resolution",s,0,RC-B7-0171/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0171&language=EN,0,"Foreign & security policy",0,"Recital E",0,2,Greens/EFA,8,40,16,2010/2601/RSP
506,7,29,1,2010-03-11,"Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law- The escalation of violence in Mexico",Non,"Joint motion for a resolution",s,0,"RC-B7-0188/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0188&language=EN,0,"Foreign & security policy",0,"Paragraph 1",0,2,GUE/NGL,8,54,1,2010/2602/RSP
507,7,29,2,2010-03-11,"Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law- The escalation of violence in Mexico",Non,"Joint motion for a resolution",s,0,"RC-B7-0188/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0188&language=EN,0,"Foreign & security policy",0,"After paragraph 9",0,3,GUE/NGL,7,54,1,2010/2602/RSP
508,7,29,3,2010-03-11,"Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law- The escalation of violence in Mexico",Non,"Joint motion for a resolution",s,0,"RC-B7-0188/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0188&language=EN,0,"Foreign & security policy",0,"After paragraph 11",0,4,GUE/NGL,7,54,1,2010/2602/RSP
509,7,29,4,2010-03-11,"Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law- The escalation of violence in Mexico",Non,"Joint motion for a resolution",s,0,"RC-B7-0188/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0188&language=EN,0,"Foreign & security policy",0,"Paragraph 12",0,5,GUE/NGL,6,54,2,2010/2602/RSP
510,7,29,5,2010-03-11,"Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law- The escalation of violence in Mexico",Non,"Joint motion for a resolution",s,0,"RC-B7-0188/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0188&language=EN,0,"Foreign & security policy",0,"Recital A",0,1,GUE/NGL,7,55,1,2010/2602/RSP
511,7,29,6,2010-03-11,"Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law- The escalation of violence in Mexico",Non,"Joint motion for a resolution",s,0,"RC-B7-0188/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0188&language=EN,0,"Foreign & security policy",0,"vote: resolution (text as a whole)  ",1,0,"PPE, S&D, ALDE, 
Greens/EFA, ECR",57,2,3,2010/2602/RSP
512,7,29,1,2010-03-11,"Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law- South Korea - death penalty declared legal",Non,"Joint motion for a resolution",s,0,RC-B7-0191/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0191&language=EN,0,"Foreign & security policy",0,"vote: resolution (text as a whole)  ",1,0,"PPE, S&D, ALDE, 
Greens/EFA, GUE/NGL",50,4,4,2010/2603/RSP
513,7,30,1,2010-03-25,"A list of third countries, or parts of third countries, and animal and public health and veterinary certification conditions for importation into the Community of certain live animals and their fresh meat",Leg,"Draft legislative resolution",s,"Jo Leinen ",A7-0018/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0018&language=EN,"Committee on the Environment, Public Health and Food Safety
","Environment & public health",0,"single vote",1,0,0,533,9,16,2009/0146/COD
514,7,30,1,2010-03-25,"Mobilisation of the European Globalisation Adjustment Fund: Lithuania/Manufacture of furniture",Bud,"Motion for a resolution",q,Matera,A7-0047/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0047&language=EN,"Committee on Budgets
",Budget,0,"single vote",1,0,0,558,33,23,2010/2035/BUD
515,7,30,1,2010-03-25,"Mobilisation of the European Globalisation Adjustment Fund: Lithuania/Manufacture of wearing apparel",Bud,"Motion for a resolution",q,Matera,A7-0048/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0048&language=EN,"Committee on Budgets
",Budget,0,"single vote",1,0,0,562,34,17,2010/2031/BUD
516,7,30,1,2010-03-25,"Motions for resolutions - Second European Roma Summit",Non,"Joint motion for a resolution",s,0,RC-B7-0222/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2010-0222&language=EN,0,"Civil liberties, justice & home affairs",0,"vote: resolution (text as a whole)  ",1,0,"PPE, S&D, ALDE, 
Greens/EFA, GUE/NGL",572,28,23,2010/2559/RSP
517,7,30,1,2010-03-25,"Priorities for the 2011 budget – Section III – Commission",Bud,"Motion for a resolution",q,J_drzejewska,A7-0033/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0033&language=EN,"Committee on Budgets
",Budget,0,"Paragraph 4",0,2,S&D,549,33,31,2010/2004/BUD
518,7,30,2,2010-03-25,"Priorities for the 2011 budget – Section III – Commission",Bud,"Motion for a resolution",q,J_drzejewska,A7-0033/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0033&language=EN,"Committee on Budgets
",Budget,1,"Paragraph 9",0,3,S&D,556,54,10,2010/2004/BUD
519,7,30,3,2010-03-25,"Priorities for the 2011 budget – Section III – Commission",Bud,"Motion for a resolution",q,J_drzejewska,A7-0033/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0033&language=EN,"Committee on Budgets
",Budget,2,"Paragraph 9",0,3,S&D,234,371,11,2010/2004/BUD
520,7,30,4,2010-03-25,"Priorities for the 2011 budget – Section III – Commission",Bud,"Motion for a resolution",q,J_drzejewska,A7-0033/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0033&language=EN,"Committee on Budgets
",Budget,0,"Paragraph 22",0,4,S&D,558,55,6,2010/2004/BUD
521,7,30,5,2010-03-25,"Priorities for the 2011 budget – Section III – Commission",Bud,"Motion for a resolution",q,J_drzejewska,A7-0033/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0033&language=EN,"Committee on Budgets
",Budget,0,"Paragraph 25",0,5,S&D,261,354,5,2010/2004/BUD
522,7,30,6,2010-03-25,"Priorities for the 2011 budget – Section III – Commission",Bud,"Motion for a resolution",q,J_drzejewska,A7-0033/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0033&language=EN,"Committee on Budgets
",Budget,0,"Paragraph 27",0,6,S&D,578,25,20,2010/2004/BUD
523,7,30,7,2010-03-25,"Priorities for the 2011 budget – Section III – Commission",Bud,"Motion for a resolution",q,J_drzejewska,A7-0033/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0033&language=EN,"Committee on Budgets
",Budget,0,"vote: resolution (text as a whole)  ",1,0,0,558,48,16,2010/2004/BUD
524,7,30,1,2010-03-25,"Agricultural product quality policy: what strategy to follow?",Non,"Motion for a resolution",s,Scotta',A7-0029/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0029&language=EN,"Committee on Agriculture and Rural Development",Agriculture,0,"Paragraph 16",0,2,"Greens/EFA, ECR, ALDE",191,411,11,2009/2105/INI
525,7,30,2,2010-03-25,"Agricultural product quality policy: what strategy to follow?",Non,"Motion for a resolution",s,Scotta',A7-0029/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0029&language=EN,"Committee on Agriculture and Rural Development",Agriculture,0,"Paragraph 19",0,0,"Greens/EFA, ECR, ALDE",364,233,16,2009/2105/INI
526,7,30,3,2010-03-25,"Agricultural product quality policy: what strategy to follow?",Non,"Motion for a resolution",s,Scotta',A7-0029/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0029&language=EN,"Committee on Agriculture and Rural Development",Agriculture,0,"Paragraph 24",0,5,"> 40 members",437,153,10,2009/2105/INI
527,7,30,4,2010-03-25,"Agricultural product quality policy: what strategy to follow?",Non,"Motion for a resolution",s,Scotta',A7-0029/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0029&language=EN,"Committee on Agriculture and Rural Development",Agriculture,0,"Paragraph 62",0,0,"Greens/EFA, ECR, ALDE",276,310,26,2009/2105/INI
528,7,30,1,2010-03-25,"The effects of the global financial and economic crisis on developing countries and on development cooperation",Non,"Motion for a resolution",s,"Guerrero Salom ",A7-0034/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0034&language=EN,"Committee on Development",Development,2,"Paragraph 7",0,7,"Original text   ",380,157,48,2009/2150/INI
529,7,31,1,2010-05-05,"Administrative cooperation and combating fraud in the field of value added tax (recast)",Leg,"Draft legislative resolution",s,"García-Margallo y Marfil",A7-0061/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0061&language=EN,"Committee on Economic and Monetary Affairs","Economic & monetary affairs",0,"single vote",1,0,0,539,11,75,2009/0118/CNS
530,7,31,1,2010-05-05,"Common system of value added tax as regards the rules on invoicing",Leg,"Draft legislative resolution",s,Casa,A7-0065/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0065&language=EN,"Committee on Economic and Monetary Affairs","Economic & monetary affairs",0,"single vote",1,0,0,599,31,5,2009/0009/CNS
531,7,31,1,2010-05-05,"2008 discharge: Translation Centre for the Bodies of the European Union",Non,"Proposal for a decision ",s,Mathieu,"A7-0071/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0071&language=EN,"Committee on Budgetary Control","Budgetary Control",0,"single vote",1,0,0,560,26,50,2009/2117/DEC
532,7,31,1,2010-05-05,"2008 discharge: European Centre for the Development of Vocational Training",Non,"Proposal for a decision ",s,Mathieu,A7-0091/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0091&language=EN,"Committee on Budgetary Control","Budgetary Control",0,"single vote",1,0,0,553,32,54,2009/2110/DEC
533,7,31,1,2010-05-05,"2008 discharge: Community Fisheries Control Agency",Non,"Proposal for a decision ",s,Mathieu,A7-0105/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0105&language=EN,"Committee on Budgetary Control","Budgetary Control",0,"single vote",1,0,0,546,29,56,2009/2130/DEC
534,7,31,1,2010-05-05,"2008 discharge: European Agency for Reconstruction",Non,"Proposal for a decision ",s,Mathieu,"A7-0072/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0072&language=EN,"Committee on Budgetary Control","Budgetary Control",0,"single vote",1,0,0,548,31,57,2009/2112/DEC
535,7,31,1,2010-05-05,"2008 discharge: European Aviation Safety Agency",Non,"Proposal for a decision ",s,Mathieu,A7-0068/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0068&language=EN,"Committee on Budgetary Control","Budgetary Control",0,"single vote",1,0,0,558,25,56,2009/2122/DEC
536,7,31,1,2010-05-05,"2008 discharge: European Centre for Disease Prevention and Control",Non,"Proposal for a decision ",s,Mathieu,"A7-0104/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0104&language=EN,"Committee on Budgetary Control","Budgetary Control",0,"single vote",1,0,0,556,32,53,2009/2124/DEC
537,7,31,1,2010-05-05,"2008 discharge: European Chemicals Agency",Non,"Proposal for a decision ",s,Mathieu,A7-0089/2010,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0089&language=EN,"Committee on Budgetary Control","Budgetary Control",0,"single vote",1,0,0,549,32,57,2009/2131/DEC
538,7,31,1,2010-05-05,"2008 discharge: European Environment Agency",Non,"Proposal for a decision ",s,Mathieu,"A7-0092/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0092&language=EN,"Committee on Budgetary Control","Budgetary Control",0,"single vote",1,0,0,555,33,57,2009/2115/DEC
539,7,31,1,2010-05-05,"2008 discharge: European Food Safety Authority",Non,"Proposal for a decision ",s,Mathieu,"A7-0086/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0086&language=EN,"Committee on Budgetary Control","Budgetary Control",0,"single vote",1,0,0,547,40,53,2009/2123/DEC
540,7,31,1,2010-05-05,"2008 discharge: European Monitoring Centre for Drugs and Drug Addiction",Non,"Proposal for a decision ",s,Mathieu,"A7-0067/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0067&language=EN,"Committee on Budgetary Control","Budgetary Control",0,"single vote",1,0,0,552,32,54,2009/2114/DEC
541,7,31,1,2010-05-05,"2008 discharge: European Medicines Agency",Non,"Proposal for a decision ",s,Mathieu,"A7-0078/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0078&language=EN,"Committee on Budgetary Control","Budgetary Control",0,"single vote",1,0,0,553,30,57,2009/2118/DEC
542,7,31,1,2010-05-05,"2008 discharge: European Maritime Safety Agency",Non,"Proposal for a decision ",s,Mathieu,"A7-0081/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0081&language=EN,"Committee on Budgetary Control","Budgetary Control",0,"single vote",1,0,0,559,30,52,2009/2121/DEC
543,7,31,1,2010-05-05,"2008 discharge: European Network Information Security Agency",Non,"Proposal for a decision ",s,Mathieu,"A7-0087/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0087&language=EN,"Committee on Budgetary Control","Budgetary Control",0,"single vote",1,0,0,555,31,55,2009/2125/DEC
544,7,31,1,2010-05-05,"2008 discharge: European Railway Agency",Non,"Proposal for a decision ",s,Mathieu,"A7-0084/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0084&language=EN,"Committee on Budgetary Control","Budgetary Control",0,"single vote",1,0,0,559,30,54,2009/2126/DEC
545,7,31,1,2010-05-05,"2008 discharge: European Training Foundation",Non,"Proposal for a decision ",s,Mathieu,"A7-0083/2010 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2010-0083&language=EN,"Committee on Budgetary Control","Budgetary Control",0,"single vote",1,0,0,549,33,55,2009/2120/DEC
